"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6862-CQUMB",1,0,0,0,0.513888888888889,"Yes","No","Fiber optic",0,1,0,0,1,1,"Month-to-month","Yes","Credit card (automatic)",0.774626865671642,0.418647588276021,0
"7156-MXBJE",0,0,0,0,0.597222222222222,"Yes","Yes","DSL",0,1,1,1,1,1,"One year","No","Credit card (automatic)",0.665174129353234,0.42043041772444,0
"6158-HDPXZ",1,0,0,0,0.0138888888888889,"No","No phone service","DSL",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0706467661691542,0.000755827371336257,0
"9601-BRXPO",0,0,1,0,0.347222222222222,"Yes","Yes","Fiber optic",0,0,1,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.862686567164179,0.293987999076852,1
"2863-IMQDR",0,0,0,0,0.847222222222222,"Yes","Yes","DSL",1,1,1,1,1,1,"Two year","No","Electronic check",0.71044776119403,0.610420032310178,0
"5686-CMAWK",1,0,0,0,0.236111111111111,"Yes","Yes","Fiber optic",0,0,1,1,0,0,"One year","No","Electronic check",0.681592039800995,0.160564274174937,0
"5651-CRHKQ",0,0,1,0,0.569444444444444,"Yes","No","Fiber optic",0,1,1,1,0,0,"One year","Yes","Bank transfer (automatic)",0.676119402985075,0.383135241172398,0
"6905-NIQIN",1,0,0,0,0.0138888888888889,"Yes","No","DSL",0,1,0,0,0,0,"Month-to-month","No","Mailed check",0.322388059701493,0.00367528271405493,1
"8204-YJCLA",1,1,1,1,1,"No","No phone service","DSL",1,1,1,1,1,1,"Two year","Yes","Bank transfer (automatic)",0.46318407960199,0.543912993307177,0
"5167-ZFFMM",1,0,0,0,0.0138888888888889,"Yes","Yes","Fiber optic",0,1,0,0,0,1,"Month-to-month","Yes","Credit card (automatic)",0.722388059701492,0.00831410108469882,1
"6583-SZVGP",1,0,0,0,0.666666666666667,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"Two year","Yes","Bank transfer (automatic)",0.894029850746269,0.582581352411724,0
"4895-TMWIR",1,1,1,0,0.152777777777778,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0169154228855721,0.0226113547195938,1
"0533-BNWKF",0,1,1,0,0.763888888888889,"Yes","Yes","Fiber optic",0,1,1,0,0,0,"Month-to-month","Yes","Electronic check",0.66865671641791,0.560339256865913,1
"1708-PBBOA",0,0,0,0,0.583333333333333,"No","No phone service","DSL",1,1,1,1,0,1,"One year","Yes","Electronic check",0.36318407960199,0.268826448188322,0
"8782-LKFPK",1,0,0,0,0.611111111111111,"Yes","Yes","Fiber optic",0,0,1,0,0,1,"Month-to-month","Yes","Mailed check",0.717910447761194,0.46667435956612,0
"5522-JBWMO",1,0,0,1,0.0138888888888889,"Yes","No","DSL",0,0,0,0,0,0,"Month-to-month","No","Electronic check",0.256218905472637,0.00290791599353796,0
"3597-MVHJT",0,0,0,0,0.375,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.769651741293532,0.297305561966305,0
"9774-NRNAU",1,1,1,0,0.375,"Yes","Yes","DSL",0,1,1,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.662189054726368,0.264337641357027,0
"0224-RLWWD",0,1,0,0,0.0277777777777778,"Yes","No","DSL",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.259203980099502,0.00813524117239788,0
"9967-ATRFS",0,0,0,0,0.263888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0164179104477612,0.0402434802677129,0
"3951-NJCVI",0,1,1,0,0.583333333333333,"Yes","Yes","Fiber optic",0,0,0,0,1,1,"Month-to-month","Yes","Electronic check",0.764179104477612,0.453000230786984,0
"2977-CEBSX",0,0,0,0,0.916666666666667,"Yes","Yes","DSL",1,1,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.714427860696517,0.686262404800369,0
"0177-PXBAT",1,1,1,0,0.458333333333333,"Yes","Yes","Fiber optic",1,0,1,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.911940298507463,0.424174936533579,0
"6599-CEBNN",0,0,0,0,0.472222222222222,"Yes","No","Fiber optic",0,1,0,0,0,0,"Month-to-month","Yes","Credit card (automatic)",0.554228855721393,0.289135702746365,1
"2519-ERQOJ",1,1,0,0,0.458333333333333,"No","No phone service","DSL",0,0,1,1,1,1,"Month-to-month","Yes","Electronic check",0.361691542288557,0.205965843526425,0
"5876-QMYLD",0,0,1,1,0.319444444444444,"Yes","No","No",0,0,0,0,0,0,"One year","No","Mailed check",0.017910447761194,0.0457304408031387,0
"2277-AXSDC",0,0,0,0,0.444444444444444,"Yes","No","No",0,0,0,0,0,0,"One year","No","Bank transfer (automatic)",0.0149253731343284,0.069853450265405,0
"9442-JTWDL",0,0,0,0,0.152777777777778,"Yes","No","No",0,0,0,0,0,0,"One year","No","Credit card (automatic)",0.017910447761194,0.0252596353565659,0
"0979-PHULV",1,0,1,1,0.958333333333333,"Yes","Yes","Fiber optic",0,0,1,0,1,1,"Month-to-month","Yes","Credit card (automatic)",0.807960199004975,0.806462035541195,1
"3067-SVMTC",0,0,1,0,0.944444444444444,"Yes","No","DSL",1,0,0,1,0,0,"One year","No","Bank transfer (automatic)",0.374626865671642,0.441957073621048,0
"5495-GPSRW",1,0,0,0,0.277777777777778,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Mailed check",0.0144278606965174,0.0462266328179091,0
"7606-BPHHN",1,0,0,0,1,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Credit card (automatic)",0.0154228855721393,0.16731479344565,0
"4742-DRORA",1,0,1,1,0.833333333333333,"Yes","Yes","Fiber optic",1,0,1,0,1,0,"One year","Yes","Bank transfer (automatic)",0.767661691542289,0.668497576736672,0
"0111-KLBQG",1,1,1,1,0.444444444444444,"Yes","No","Fiber optic",0,1,0,0,1,1,"Month-to-month","Yes","Mailed check",0.753233830845771,0.328023309485345,0
"4800-VHZKI",0,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","Yes","Mailed check",0.0164179104477612,0.000126932840987768,1
"7989-CHGTL",1,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","Yes","Mailed check",0.0134328358208955,9.23147934456497e-05,1
"0334-GDDSO",1,1,0,0,0.0416666666666667,"Yes","Yes","Fiber optic",0,1,0,0,0,0,"Month-to-month","Yes","Electronic check",0.627860696517413,0.0247980613893376,1
"4163-NCJAK",0,0,1,0,0.638888888888889,"Yes","Yes","No",0,0,0,0,0,0,"One year","Yes","Bank transfer (automatic)",0.0616915422885572,0.120857373644126,0
"5233-AOZUF",0,0,1,0,0.402777777777778,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.564179104477612,0.245816985921994,0
"5973-EJGDP",1,0,0,0,0.708333333333333,"Yes","Yes","Fiber optic",0,1,1,1,0,0,"Month-to-month","Yes","Electronic check",0.687562189054726,0.513985691207016,0
"1996-DBMUS",0,1,1,0,0.666666666666667,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.521393034825871,0.406906300484653,0
"7916-VCCPB",0,0,1,1,0.222222222222222,"Yes","No","Fiber optic",0,1,0,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.54726368159204,0.135812370182322,0
"4686-GEFRM",1,0,1,0,0.972222222222222,"Yes","Yes","Fiber optic",0,1,1,1,0,1,"Two year","Yes","Bank transfer (automatic)",0.800497512437811,0.789303023309485,0
"5249-QYHEX",0,0,1,1,0.555555555555556,"Yes","Yes","No",0,0,0,0,0,0,"Two year","Yes","Mailed check",0.0651741293532338,0.116074313408724,0
"0578-SKVMF",0,0,1,1,0.305555555555556,"Yes","No","Fiber optic",0,1,0,0,0,1,"Month-to-month","No","Electronic check",0.64726368159204,0.210835448880683,1
"5564-NEMQO",0,1,0,0,0.0138888888888889,"Yes","No","Fiber optic",0,0,1,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.567661691542289,0.00651973228709901,1
"2233-FAGXV",0,0,1,1,0.0694444444444444,"Yes","Yes","No",0,0,0,0,0,0,"Month-to-month","Yes","Mailed check",0.0601990049751244,0.0130913916455112,0
"5605-IYGFG",0,0,0,0,0.0972222222222222,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.513432835820895,0.0573101777059774,0
"7663-ZTEGJ",1,0,0,1,0.402777777777778,"Yes","Yes","Fiber optic",0,1,1,1,0,1,"One year","No","Credit card (automatic)",0.818905472636816,0.324446111239326,0
"3935-TBRZZ",1,0,1,1,0.611111111111111,"Yes","Yes","No",0,0,0,0,0,0,"One year","No","Mailed check",0.0741293532338308,0.12597507500577,0
"8111-BKVDS",0,0,0,0,0.138888888888889,"No","No phone service","DSL",1,1,1,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.223383084577114,0.0496768982229402,0
"2055-SIFSS",0,1,1,0,0.763888888888889,"Yes","Yes","DSL",0,0,0,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.332338308457711,0.325380798522963,0
"2806-MLNTI",1,1,1,0,0.722222222222222,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"One year","Yes","Bank transfer (automatic)",0.864179104477612,0.618232171705516,0
"8734-DKSTZ",0,0,1,1,0.138888888888889,"Yes","Yes","Fiber optic",0,0,0,0,0,1,"Month-to-month","No","Electronic check",0.67363184079602,0.0969074544195707,0
"4360-PNRQB",1,0,0,0,0.25,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.570646766169154,0.158810293099469,0
"6152-ONASV",0,0,1,0,0.944444444444444,"Yes","Yes","DSL",1,0,0,1,0,0,"One year","No","Bank transfer (automatic)",0.398009950248756,0.456600507731364,0
"9063-ZGTUY",0,0,1,1,0.847222222222222,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","Yes","Mailed check",0.0114427860696517,0.134289176090469,1
"7781-HVGMK",0,0,1,1,1,"No","No phone service","DSL",1,1,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.467164179104478,0.549924994230325,0
"2181-UAESM",1,0,0,0,0.0277777777777778,"Yes","No","DSL",1,0,1,0,0,0,"Month-to-month","No","Electronic check",0.350248756218905,0.0116201246249712,0
"2957-LOLHO",1,0,0,0,0.166666666666667,"Yes","No","DSL",0,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.270149253731343,0.0577082852527117,1
"6048-NJXHX",1,0,1,0,0.569444444444444,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Electronic check",0.0149253731343284,0.101621278559889,0
"2320-SLKMB",0,0,0,0,0.361111111111111,"No","No phone service","DSL",0,0,1,1,1,0,"Month-to-month","Yes","Credit card (automatic)",0.260696517412935,0.134433417955227,0
"4980-URKXC",1,0,1,0,0.5,"Yes","No","No",0,0,0,0,0,0,"One year","No","Bank transfer (automatic)",0.0258706467661692,0.0809196861297023,0
"4376-KFVRS",1,0,1,1,1,"Yes","Yes","Fiber optic",1,1,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.953233830845771,0.975005769674591,0
"5886-VLQVU",1,0,1,0,0.486111111111111,"Yes","Yes","Fiber optic",0,0,0,1,0,1,"Month-to-month","Yes","Bank transfer (automatic)",0.712437810945274,0.362612508654512,0
"3577-AMVUX",1,0,0,0,0.0138888888888889,"Yes","No","DSL",0,0,1,1,0,0,"Month-to-month","No","Mailed check",0.366169154228856,0.004183014078006,0
"0771-WLCLA",0,0,1,1,0.222222222222222,"Yes","Yes","Fiber optic",1,0,1,1,1,1,"Month-to-month","Yes","Electronic check",0.94228855721393,0.215064620355412,0
"5628-RKIFK",0,1,0,0,0.680555555555556,"Yes","Yes","Fiber optic",1,0,0,0,1,1,"Month-to-month","No","Credit card (automatic)",0.828855721393035,0.582921763212555,0
"0206-TBWLC",0,0,1,0,0.75,"Yes","Yes","Fiber optic",1,1,1,1,1,1,"One year","Yes","Mailed check",0.959203980099503,0.695903531040849,0
"2937-FTHUR",0,0,0,1,0.25,"Yes","Yes","DSL",1,0,0,0,0,1,"Month-to-month","No","Electronic check",0.46318407960199,0.132460189245327,0
"1910-FMXJM",0,0,1,0,0.5,"Yes","No","Fiber optic",0,0,0,0,0,1,"Month-to-month","No","Electronic check",0.618407960199005,0.336816293561043,0
"7752-XUSCI",0,0,0,0,0.833333333333333,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"Month-to-month","Yes","Electronic check",0.872139303482587,0.735939303023309,1
"4110-PFEUZ",0,0,0,0,0.0138888888888889,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.51044776119403,0.0058562197092084,1
"0732-OCQOC",0,0,1,1,0.722222222222222,"Yes","Yes","No",0,0,0,0,0,0,"Two year","Yes","Bank transfer (automatic)",0.0676616915422886,0.144409185321948,0
"5168-MSWXT",1,0,1,1,0.111111111111111,"Yes","No","Fiber optic",0,0,1,0,1,1,"Month-to-month","Yes","Electronic check",0.761194029850746,0.0854777290560812,0
"1090-ESELR",1,0,1,1,1,"Yes","No","Fiber optic",1,1,0,1,1,1,"Two year","No","Bank transfer (automatic)",0.868159203980099,0.876153934918071,0
"8592-PLTMQ",0,0,0,0,0.888888888888889,"Yes","Yes","No",0,0,0,0,0,0,"One year","No","Mailed check",0.0641791044776119,0.187393261020078,0
"5760-WRAHC",0,1,0,0,0.305555555555556,"Yes","No","DSL",1,0,1,1,0,1,"Month-to-month","Yes","Mailed check",0.512437810945274,0.176159704592661,0
"8847-GEOOQ",1,0,1,0,0.833333333333333,"No","No phone service","DSL",0,1,1,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.417412935323383,0.411216247403646,0
"0256-LTHVJ",0,0,1,1,0.388888888888889,"Yes","No","Fiber optic",0,0,0,0,0,1,"Month-to-month","Yes","Electronic check",0.624875621890547,0.254823447957535,1
"4785-FCIFB",0,0,1,0,0.847222222222222,"Yes","Yes","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0611940298507463,0.161447034387261,0
"8313-NDOIA",0,0,0,0,0.333333333333333,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"Month-to-month","Yes","Electronic check",0.854726368159204,0.285696976690515,0
"5149-CUZUJ",1,0,1,1,0.388888888888889,"Yes","No","Fiber optic",0,1,1,1,1,0,"One year","No","Bank transfer (automatic)",0.742786069651741,0.317280175398107,0
"0942-KOWSM",0,0,1,1,0.416666666666667,"Yes","No","DSL",0,1,1,1,1,1,"Two year","No","Bank transfer (automatic)",0.622388059701492,0.271232402492499,0
"4237-CLSMM",1,0,1,0,0.0277777777777778,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0174129353233831,0.00221555504269559,0
"1452-VOQCH",1,0,0,0,0.0138888888888889,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.565671641791045,0.00649665358873759,0
"4719-UMSIY",1,0,0,1,0.0833333333333333,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0139303482587065,0.0094738056773598,0
"6614-VBEGU",0,0,1,0,0.333333333333333,"Yes","No","DSL",0,1,0,0,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.509452736318408,0.184081467805216,0
"0880-TKATG",1,0,1,1,0.0555555555555556,"Yes","Yes","Fiber optic",0,0,1,0,1,1,"Month-to-month","No","Electronic check",0.824875621890547,0.0423609508423725,1
"3811-VBYBZ",1,0,0,0,0.0972222222222222,"Yes","Yes","Fiber optic",0,1,0,0,1,1,"Month-to-month","Yes","Electronic check",0.811442786069652,0.0755192707131318,1
"1480-BKXGA",1,1,1,0,1,"Yes","Yes","Fiber optic",1,1,1,1,1,1,"Two year","Yes","Bank transfer (automatic)",0.973134328358209,0.967701361643203,0
"2996-XAUVF",1,0,0,0,0.972222222222222,"No","No phone service","DSL",0,0,0,1,0,1,"Two year","Yes","Mailed check",0.216915422885572,0.320903531040849,0
"9076-AXYIK",1,1,1,0,0.888888888888889,"Yes","Yes","Fiber optic",0,0,1,1,1,1,"Two year","No","Electronic check",0.834328358208955,0.752325178859912,0
"5968-XQIVE",1,0,1,1,1,"Yes","Yes","Fiber optic",0,1,0,0,1,0,"One year","Yes","Electronic check",0.710945273631841,0.758152550196169,0
"8896-RAZCR",0,0,0,1,0.611111111111111,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0164179104477612,0.0980036925917378,0
"4640-UHDOS",0,0,1,1,0.180555555555556,"Yes","No","DSL",0,0,0,0,0,1,"Month-to-month","No","Electronic check",0.375124378109453,0.0825698130625433,1
"4933-IKULF",0,1,0,0,0.236111111111111,"Yes","No","No",0,0,0,0,0,0,"One year","No","Mailed check",0.0238805970149254,0.035979690745442,0
"3583-EKAPL",1,0,0,0,0.0138888888888889,"Yes","No","DSL",0,0,0,0,0,1,"Month-to-month","Yes","Electronic check",0.365671641791045,0.00417724440341565,1
"1304-BCCFO",1,0,1,0,0.125,"Yes","No","DSL",0,0,1,0,1,1,"Month-to-month","Yes","Mailed check",0.515422885572139,0.0629586891299331,0
"4104-PVRPS",1,0,1,0,0.333333333333333,"Yes","No","DSL",1,0,0,1,0,0,"Month-to-month","No","Mailed check",0.351741293532338,0.149613431802446,0
"9399-APLBT",0,0,1,1,0.0138888888888889,"Yes","No","Fiber optic",0,1,0,0,0,0,"Month-to-month","Yes","Electronic check",0.561691542288557,0.00645049619201477,1
"2359-KMGLI",1,0,0,0,0.333333333333333,"Yes","Yes","Fiber optic",0,1,0,0,0,0,"Month-to-month","Yes","Electronic check",0.616915422885572,0.212635587352873,1
"3780-DDGSE",1,1,1,1,0.486111111111111,"Yes","No","DSL",0,1,0,1,1,1,"Month-to-month","Yes","Electronic check",0.575124378109453,0.314839603046388,0
"4431-EDMIQ",0,0,1,1,0.0972222222222222,"Yes","No","DSL",1,1,1,1,1,0,"Month-to-month","Yes","Electronic check",0.571641791044776,0.06176436648973,0
"0306-JAELE",1,0,0,0,0.0694444444444444,"Yes","No","Fiber optic",0,0,0,1,1,1,"Month-to-month","Yes","Electronic check",0.774626865671642,0.0501500115393492,1
"6227-HWPWX",0,0,0,1,0.208333333333333,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.504975124378109,0.112624048003693,1
"0486-LGCCH",1,0,1,1,0.152777777777778,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0139303482587065,0.0238806831294715,0
"0447-BEMNG",0,0,1,0,0.666666666666667,"No","No phone service","DSL",1,0,1,0,0,1,"Month-to-month","Yes","Bank transfer (automatic)",0.269154228855721,0.245349642280175,1
"4612-SSVHJ",0,1,0,0,0.277777777777778,"Yes","No","Fiber optic",0,0,0,0,0,1,"Month-to-month","Yes","Electronic check",0.628855721393035,0.190722363258712,0
"5168-MQQCA",0,0,1,0,1,"Yes","Yes","Fiber optic",0,1,1,1,1,1,"One year","Yes","Bank transfer (automatic)",0.898009950248756,0.921417032079391,0
"5949-XIKAE",0,0,1,1,0.111111111111111,"Yes","No","Fiber optic",0,1,0,0,1,0,"Month-to-month","Yes","Electronic check",0.649751243781095,0.0763039464574198,1
"7971-HLVXI",1,0,1,1,1,"Yes","Yes","Fiber optic",0,0,0,0,0,1,"Two year","Yes","Credit card (automatic)",0.659203980099503,0.705290791599354,0
"9094-AZPHK",0,0,0,0,0.208333333333333,"Yes","Yes","Fiber optic",0,1,0,0,1,1,"Month-to-month","Yes","Electronic check",0.814925373134328,0.16111239326102,0
"3649-JPUGY",1,0,0,0,1,"Yes","Yes","DSL",0,1,1,1,1,1,"Two year","Yes","Bank transfer (automatic)",0.7,0.713495268866836,0
"4472-LVYGI",0,0,1,1,0,"No","No phone service","DSL",1,0,1,1,1,0,"Two year","Yes","Bank transfer (automatic)",0.341293532338308,0.159090122317101,0
"8372-JUXUI",1,0,0,1,0.0138888888888889,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.558208955223881,0.0064101084698823,1
"3552-CTCYF",1,0,1,1,0.875,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"Two year","Yes","Bank transfer (automatic)",0.861194029850746,0.759110316178167,0
"6778-YSNIH",0,0,0,0,0.0277777777777778,"Yes","No","DSL",0,1,0,0,1,0,"Month-to-month","Yes","Electronic check",0.40547263681592,0.0110027694438034,0
"0388-EOPEX",0,0,1,0,0.0277777777777778,"Yes","No","Fiber optic",1,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.558706467661692,0.0139164551119317,1
"5756-OZRIO",1,1,1,0,0.847222222222222,"Yes","Yes","DSL",0,1,0,0,0,1,"One year","No","Bank transfer (automatic)",0.455721393034826,0.448165243480268,0
"6579-JPICP",1,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0213930348258706,0.000184629586891299,0
"8205-OTCHB",1,0,0,0,0.305555555555556,"No","No phone service","DSL",0,1,1,0,0,1,"One year","Yes","Bank transfer (automatic)",0.253731343283582,0.102100161550889,1
"4134-BSXLX",1,0,1,0,0.388888888888889,"Yes","No","DSL",1,1,0,1,0,0,"Month-to-month","No","Mailed check",0.424378109452736,0.203882990999308,0
"0505-SPOOW",0,0,1,0,0.972222222222222,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Bank transfer (automatic)",0.0154228855721393,0.159110316178168,0
"6235-VDHOM",0,1,0,0,0.0694444444444444,"No","No phone service","DSL",0,1,0,0,0,0,"Month-to-month","No","Electronic check",0.101492537313433,0.0129529194553427,1
"7783-YKGDV",0,0,0,0,0.166666666666667,"Yes","Yes","Fiber optic",1,1,1,0,0,1,"Month-to-month","Yes","Bank transfer (automatic)",0.81044776119403,0.140739672282483,1
"4374-YMUSQ",1,0,0,0,0.472222222222222,"Yes","Yes","Fiber optic",1,1,1,1,1,1,"One year","No","Credit card (automatic)",0.975124378109453,0.447755596584353,0
"4513-CXYIX",0,1,1,0,0.986111111111111,"Yes","Yes","Fiber optic",1,0,0,0,0,0,"Two year","Yes","Credit card (automatic)",0.621393034825871,0.652804061850912,0
"3957-HHLMR",0,0,1,1,0.972222222222222,"Yes","Yes","DSL",1,0,0,0,0,1,"One year","No","Bank transfer (automatic)",0.467164179104478,0.522080544657281,0
"7803-XOCCZ",0,0,1,1,0.722222222222222,"Yes","No","Fiber optic",1,0,1,1,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.654726368159204,0.497115162704823,0
"5736-YEJAX",1,0,0,1,0.958333333333333,"Yes","Yes","DSL",1,1,1,1,1,0,"Two year","Yes","Credit card (automatic)",0.608955223880597,0.632789060696977,0
"5609-CEBID",0,1,0,0,0.277777777777778,"Yes","Yes","Fiber optic",0,1,1,0,0,1,"Month-to-month","Yes","Electronic check",0.754726368159204,0.203507962150935,1
"8981-FJGLA",1,0,0,1,0.152777777777778,"Yes","Yes","Fiber optic",0,0,1,0,0,0,"Month-to-month","Yes","Mailed check",0.59452736318408,0.0961227786752827,0
"7218-HKQFK",1,0,1,0,0.0277777777777778,"Yes","No","Fiber optic",0,0,0,1,1,1,"Month-to-month","Yes","Electronic check",0.755721393034826,0.0171590122317101,1
"4636-QRJKY",0,0,1,1,0.0833333333333333,"Yes","Yes","Fiber optic",0,0,0,1,0,0,"Month-to-month","Yes","Electronic check",0.619402985074627,0.0558562197092084,1
"1135-LMECX",0,0,0,0,0.0138888888888889,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Mailed check",0.0159203980099503,0.000121163166397415,0
"4332-MUOEZ",1,1,1,1,0.277777777777778,"Yes","No","Fiber optic",1,0,1,1,0,1,"One year","No","Credit card (automatic)",0.756716417910448,0.207650588506808,0
"8535-SFUTN",1,0,0,0,0.847222222222222,"Yes","Yes","Fiber optic",1,0,1,0,1,1,"Month-to-month","Yes","Electronic check",0.877611940298508,0.724826909762289,0
"5956-VKDTT",0,1,1,0,0.0694444444444444,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.558208955223881,0.0364643434110316,1
"8677-HDZEE",0,0,0,0,0.777777777777778,"Yes","Yes","Fiber optic",0,1,0,1,1,1,"Month-to-month","Yes","Bank transfer (automatic)",0.867661691542289,0.680608123701823,0
"2475-MROZF",1,0,0,0,0.416666666666667,"Yes","Yes","Fiber optic",1,1,1,1,0,0,"Month-to-month","Yes","Credit card (automatic)",0.763681592039801,0.326978998384491,0
"9412-GHEEC",1,0,0,0,0.555555555555556,"Yes","Yes","Fiber optic",0,0,1,1,1,1,"Month-to-month","No","Bank transfer (automatic)",0.861194029850746,0.474630740826217,1
"3482-ABPKK",0,0,0,0,0.388888888888889,"Yes","No","DSL",1,0,0,1,0,0,"One year","No","Mailed check",0.358706467661692,0.176263558735287,0
"6705-LXORM",0,1,1,0,0.0694444444444444,"Yes","No","Fiber optic",0,0,0,0,0,0,"Month-to-month","No","Electronic check",0.515422885572139,0.0327486729748442,0
"0257-ZESQC",0,1,1,0,0.375,"Yes","No","Fiber optic",1,0,0,0,0,0,"Month-to-month","Yes","Bank transfer (automatic)",0.566666666666667,0.220465035771982,1
"7531-GQHME",1,0,0,0,0.166666666666667,"Yes","No","No",0,0,0,0,0,0,"Month-to-month","No","Credit card (automatic)",0.017910447761194,0.0284618047542119,0
"5174-ITUMV",1,0,1,1,0.930555555555556,"Yes","Yes","Fiber optic",0,1,1,0,1,1,"One year","Yes","Electronic check",0.867164179104478,0.804367643664897,0
"4109-CYRBD",1,1,1,0,0.402777777777778,"Yes","Yes","DSL",0,0,0,0,0,0,"Month-to-month","Yes","Electronic check",0.331840796019901,0.164228017539811,0
"0913-XWSCN",1,0,1,1,0.763888888888889,"Yes","Yes","Fiber optic",0,0,0,0,0,1,"Month-to-month","No","Bank transfer (automatic)",0.669154228855721,0.541726286637434,0
"6825-UYPFK",0,0,0,0,0.319444444444444,"Yes","Yes","Fiber optic",0,0,0,0,0,0,"Month-to-month","No","Bank transfer (automatic)",0.570646766169154,0.200761597045927,1
"8397-MVTAZ",1,0,1,0,0.472222222222222,"Yes","Yes","Fiber optic",0,0,1,0,1,1,"Month-to-month","Yes","Electronic check",0.813930348258706,0.399399953842603,1
"0750-EBAIU",1,0,0,0,0.722222222222222,"Yes","No","Fiber optic",1,0,1,0,1,0,"One year","No","Electronic check",0.72636815920398,0.544599584583429,0
"8606-CIQUL",1,1,1,1,1,"Yes","Yes","Fiber optic",1,1,1,1,1,1,"Two year","Yes","Credit card (automatic)",0.970149253731343,0.967037849065313,0
"3571-DPYUH",1,0,1,1,0.805555555555556,"Yes","Yes","Fiber optic",0,1,0,1,1,0,"One year","Yes","Credit card (automatic)",0.760696517412935,0.624457650588507,0
"7601-GNDYK",1,0,1,1,0.486111111111111,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Mailed check",0.0134328358208955,0.0771001615508885,0
"0356-OBMAC",0,1,0,0,0.777777777777778,"Yes","Yes","Fiber optic",0,1,1,1,1,0,"Two year","Yes","Bank transfer (automatic)",0.812437810945274,0.656300484652666,0
"8067-NIOYM",0,0,1,1,0.333333333333333,"Yes","No","No",0,0,0,0,0,0,"Two year","Yes","Credit card (automatic)",0.0283582089552239,0.0544484191091622,0
"1403-GYAFU",1,0,1,1,0.972222222222222,"Yes","No","No",0,0,0,0,0,0,"Two year","No","Credit card (automatic)",0.017910447761194,0.154794599584583,0
